TABLE NO.  1
 KA          V2          CL          V3          Q           IPRED       DV          PRED        RES         WRES
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.5706E-01  0.0000E+00  2.5706E-01  4.6772E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.0798E-01  0.0000E+00  7.0798E-01  1.2882E+00
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.8570E-01  0.0000E+00  5.8570E-01  1.0657E+00
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.4982E-01  0.0000E+00  6.4982E-01  1.1823E+00
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8526E-01  0.0000E+00  1.8526E-01  3.3708E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.6748E-02  0.0000E+00  8.6748E-02  1.5784E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8008E-01  0.0000E+00  1.8008E-01  3.2766E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.9879E-01  0.0000E+00  1.9879E-01  3.6170E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.9367E-01  0.0000E+00  1.9367E-01  3.5238E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.1215E-01  0.0000E+00  2.1215E-01  3.8601E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.6733E-02  0.0000E+00  7.6733E-02  1.3962E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.7612E-01  0.0000E+00  1.7612E-01  3.2045E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.7860E-01  0.0000E+00  2.7860E-01  5.0691E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.9066E-01  0.0000E+00  1.9066E-01  3.4691E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8520E-01  0.0000E+00  1.8520E-01  3.3697E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.5120E-02  0.0000E+00  5.5120E-02  1.0029E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3855E-01  0.0000E+00  1.3855E-01  2.5209E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.6273E-01  0.0000E+00  1.6273E-01  2.9609E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.5910E-01  0.0000E+00  2.5910E-01  4.7143E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.4629E-02  0.0000E+00  6.4629E-02  1.1759E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.6887E-02  0.0000E+00  5.6887E-02  1.0351E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1065E-01  0.0000E+00  1.1065E-01  2.0133E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  3.5931E-01  0.0000E+00  3.5931E-01  6.5376E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.0009E-01  0.0000E+00  2.0009E-01  3.6406E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.2642E-01  0.0000E+00  1.2642E-01  2.3002E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.3517E-02  0.0000E+00  7.3517E-02  1.3376E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.2952E-02  0.0000E+00  6.2952E-02  1.1454E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.8034E-02  0.0000E+00  6.8034E-02  1.2379E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.6596E-01  0.0000E+00  1.6596E-01  3.0196E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.0658E-01  0.0000E+00  2.0658E-01  3.7587E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  3.1463E-01  0.0000E+00  3.1463E-01  5.7247E-01
