TABLE NO.  1
 KA          V2          CL          V3          Q           IPRED       DV          PRED        RES         WRES
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.7728E-02  0.0000E+00  5.7728E-02  4.9639E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.3046E-02  0.0000E+00  5.3046E-02  4.5613E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.5448E-02  0.0000E+00  5.5448E-02  4.7678E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.1782E-02  0.0000E+00  6.1782E-02  5.3125E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.7176E-02  0.0000E+00  8.7176E-02  7.4960E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.1108E-02  0.0000E+00  6.1108E-02  5.2545E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.8852E-02  0.0000E+00  5.8852E-02  5.0605E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5172E-02  0.0000E+00  6.5172E-02  5.6040E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.5506E-02  0.0000E+00  8.5506E-02  7.3524E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.3257E-02  0.0000E+00  6.3257E-02  5.4393E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.3687E-02  0.0000E+00  7.3687E-02  6.3361E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8979E-01  0.0000E+00  1.8979E-01  1.6319E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3310E-01  0.0000E+00  1.3310E-01  1.1445E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.7183E-02  0.0000E+00  9.7183E-02  8.3565E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.4462E-02  0.0000E+00  8.4462E-02  7.2626E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.9815E-02  0.0000E+00  9.9815E-02  8.5828E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.5575E-02  0.0000E+00  7.5575E-02  6.4985E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.2657E-02  0.0000E+00  6.2657E-02  5.3877E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.3535E-02  0.0000E+00  6.3535E-02  5.4632E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.9001E-02  0.0000E+00  7.9001E-02  6.7931E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5457E-02  0.0000E+00  6.5457E-02  5.6285E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.1901E-02  0.0000E+00  6.1901E-02  5.3227E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.9770E-02  0.0000E+00  7.9770E-02  6.8592E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.5357E-02  0.0000E+00  9.5357E-02  8.1995E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.3488E-02  0.0000E+00  5.3488E-02  4.5993E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.8787E-02  0.0000E+00  7.8787E-02  6.7747E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.6598E-02  0.0000E+00  5.6598E-02  4.8667E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.1905E-02  0.0000E+00  6.1905E-02  5.3230E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.7591E-02  0.0000E+00  6.7591E-02  5.8120E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1906E-01  0.0000E+00  1.1906E-01  1.0238E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3329E-01  0.0000E+00  1.3329E-01  1.1461E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.2449E-02  0.0000E+00  9.2449E-02  7.9494E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.7499E-02  0.0000E+00  5.7499E-02  4.9442E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.6482E-02  0.0000E+00  9.6482E-02  8.2962E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.1304E-02  0.0000E+00  9.1304E-02  7.8510E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.5125E-02  0.0000E+00  9.5125E-02  8.1795E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0366E-01  0.0000E+00  1.0366E-01  8.9134E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.0509E-02  0.0000E+00  5.0509E-02  4.3431E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5368E-02  0.0000E+00  6.5368E-02  5.6208E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1613E-01  0.0000E+00  1.1613E-01  9.9857E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.9521E-02  0.0000E+00  7.9521E-02  6.8378E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.7593E-02  0.0000E+00  7.7593E-02  6.6720E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1922E-01  0.0000E+00  1.1922E-01  1.0251E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.4979E-02  0.0000E+00  8.4979E-02  7.3071E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1295E-01  0.0000E+00  1.1295E-01  9.7122E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.3797E-02  0.0000E+00  7.3797E-02  6.3456E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.9249E-02  0.0000E+00  6.9249E-02  5.9545E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.2861E-01  0.0000E+00  1.2861E-01  1.1059E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0838E-01  0.0000E+00  1.0838E-01  9.3193E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0479E-01  0.0000E+00  1.0479E-01  9.0106E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.5654E-02  0.0000E+00  8.5654E-02  7.3651E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1502E-01  0.0000E+00  1.1502E-01  9.8902E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3476E-01  0.0000E+00  1.3476E-01  1.1588E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.4165E-02  0.0000E+00  9.4165E-02  8.0970E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1223E-01  0.0000E+00  1.1223E-01  9.6503E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.7785E-01  0.0000E+00  1.7785E-01  1.5293E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.7279E-01  0.0000E+00  1.7279E-01  1.4858E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.1025E-02  0.0000E+00  8.1025E-02  6.9671E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0381E-01  0.0000E+00  1.0381E-01  8.9263E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.4217E-01  0.0000E+00  1.4217E-01  1.2225E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8100E-01  0.0000E+00  1.8100E-01  1.5564E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.2016E-02  0.0000E+00  5.2016E-02  4.4727E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.3911E-02  0.0000E+00  8.3911E-02  7.2153E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0613E-01  0.0000E+00  1.0613E-01  9.1258E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.6746E-02  0.0000E+00  8.6746E-02  7.4590E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3604E-01  0.0000E+00  1.3604E-01  1.1698E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.5360E-01  0.0000E+00  1.5360E-01  1.3208E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.2189E-01  0.0000E+00  2.2189E-01  1.9080E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.5758E-02  0.0000E+00  5.5758E-02  4.7945E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.8394E-02  0.0000E+00  6.8394E-02  5.8810E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.2635E-02  0.0000E+00  5.2635E-02  4.5259E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.7559E-02  0.0000E+00  7.7559E-02  6.6691E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1199E-01  0.0000E+00  1.1199E-01  9.6297E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.6045E-02  0.0000E+00  6.6045E-02  5.6790E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.9355E-02  0.0000E+00  6.9355E-02  5.9636E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.5793E-02  0.0000E+00  5.5793E-02  4.7975E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0147E-01  0.0000E+00  1.0147E-01  8.7251E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.5568E-01  0.0000E+00  2.5568E-01  2.1985E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.0630E-01  0.0000E+00  2.0630E-01  1.7739E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.7766E-01  0.0000E+00  1.7766E-01  1.5276E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.0846E-02  0.0000E+00  9.0846E-02  7.8116E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.4357E-02  0.0000E+00  5.4357E-02  4.6740E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.0469E-01  0.0000E+00  1.0469E-01  9.0020E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.8971E-02  0.0000E+00  5.8971E-02  5.0707E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5587E-02  0.0000E+00  6.5587E-02  5.6396E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3523E-01  0.0000E+00  1.3523E-01  1.1628E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3594E-01  0.0000E+00  1.3594E-01  1.1689E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3245E-01  0.0000E+00  1.3245E-01  1.1389E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5892E-02  0.0000E+00  6.5892E-02  5.6659E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.6232E-02  0.0000E+00  9.6232E-02  8.2747E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.2600E-01  0.0000E+00  1.2600E-01  1.0834E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.1164E-02  0.0000E+00  8.1164E-02  6.9791E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.0447E-02  0.0000E+00  6.0447E-02  5.1977E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.7388E-01  0.0000E+00  1.7388E-01  1.4951E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.5804E-01  0.0000E+00  1.5804E-01  1.3589E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.4138E-01  0.0000E+00  1.4138E-01  1.2157E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.5886E-02  0.0000E+00  6.5886E-02  5.6653E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.4187E-01  0.0000E+00  1.4187E-01  1.2199E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1607E-01  0.0000E+00  1.1607E-01  9.9805E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  9.6882E-02  0.0000E+00  9.6882E-02  8.3306E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1837E-01  0.0000E+00  1.1837E-01  1.0178E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.4015E-01  0.0000E+00  1.4015E-01  1.2051E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.6229E-02  0.0000E+00  5.6229E-02  4.8350E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.1790E-01  0.0000E+00  1.1790E-01  1.0138E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  8.8384E-02  0.0000E+00  8.8384E-02  7.5999E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.3175E-01  0.0000E+00  1.3175E-01  1.1329E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.7579E-02  0.0000E+00  5.7579E-02  4.9511E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.4085E-02  0.0000E+00  5.4085E-02  4.6506E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.2449E-01  0.0000E+00  1.2449E-01  1.0705E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.5859E-02  0.0000E+00  7.5859E-02  6.5229E-02
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  2.5706E-01  0.0000E+00  2.5706E-01  2.2104E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  7.0798E-01  0.0000E+00  7.0798E-01  6.0877E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  5.8570E-01  0.0000E+00  5.8570E-01  5.0363E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  6.4982E-01  0.0000E+00  6.4982E-01  5.5876E-01
  9.0000E-01  4.2000E+00  3.6000E+00  5.8100E+00  3.4400E+00  0.0000E+00  1.8526E-01  0.0000E+00  1.8526E-01  1.5930E-01
